"Date","Price","Open","High","Low","Vol.","Change %"
"01/01/2020","13.70","13.73","13.88","13.65","4.61M","-0.25%"
"12/31/2019","13.73","13.88","14.07","13.66","4.23M","-1.12%"
"12/30/2019","13.89","14.12","14.42","13.81","4.79M","-1.62%"
"12/29/2019","14.11","13.71","14.20","13.61","6.46M","2.97%"
"12/28/2019","13.71","13.30","13.78","13.27","5.65M","3.04%"
"12/27/2019","13.30","13.19","13.34","13.00","4.77M","0.83%"
"12/26/2019","13.19","13.04","13.59","13.02","4.59M","1.14%"
"12/25/2019","13.04","13.37","13.43","12.95","4.29M","-2.43%"
"12/24/2019","13.37","13.35","13.65","13.28","4.90M","0.16%"
"12/23/2019","13.35","13.81","14.00","13.25","4.51M","-3.36%"
"12/22/2019","13.81","13.34","13.84","13.30","5.81M","3.55%"
"12/21/2019","13.34","13.53","13.57","13.30","5.86M","-1.62%"
"12/20/2019","13.56","13.36","13.57","13.12","5.73M","1.56%"
"12/19/2019","13.35","13.59","13.76","12.95","4.79M","-1.74%"
"12/18/2019","13.59","12.37","13.68","12.23","6.65M","9.79%"
"12/17/2019","12.37","13.61","13.65","12.15","5.68M","-9.05%"
"12/16/2019","13.61","14.55","14.58","13.47","4.79M","-6.47%"
"12/15/2019","14.55","14.53","14.65","14.33","3.90M","0.09%"
"12/14/2019","14.53","14.91","15.04","14.35","4.20M","-2.50%"
"12/13/2019","14.91","14.83","15.04","14.77","4.28M","0.54%"
"12/12/2019","14.83","14.86","14.94","14.57","3.71M","-0.20%"
"12/11/2019","14.86","15.01","15.12","14.68","3.93M","-1.07%"
"12/10/2019","15.02","15.48","15.49","14.74","4.43M","-2.75%"
"12/09/2019","15.44","15.64","15.91","15.29","4.78M","-1.26%"
"12/08/2019","15.64","15.63","15.86","15.43","5.35M","0.08%"
"12/07/2019","15.63","15.69","15.84","15.56","5.69M","-0.45%"
"12/06/2019","15.70","15.67","15.79","15.35","5.47M","0.17%"
"12/05/2019","15.67","15.16","15.74","14.93","5.72M","3.35%"
"12/04/2019","15.16","15.32","15.71","14.97","5.44M","-1.03%"
"12/03/2019","15.32","15.21","15.53","15.13","4.82M","0.72%"
"12/02/2019","15.21","15.53","15.70","15.14","3.98M","-2.06%"
"12/01/2019","15.53","15.67","15.69","15.01","4.12M","-0.93%"
"11/30/2019","15.68","16.14","16.19","15.42","4.95M","-2.89%"
"11/29/2019","16.14","15.52","16.26","15.46","5.54M","4.02%"
"11/28/2019","15.52","16.03","16.12","15.45","4.28M","-3.17%"
"11/27/2019","16.03","15.48","16.16","14.89","5.80M","3.58%"
"11/26/2019","15.47","15.28","15.98","15.16","4.69M","1.16%"
"11/25/2019","15.30","15.20","15.87","14.15","7.03M","0.60%"
"11/24/2019","15.21","16.29","16.52","15.12","5.43M","-6.65%"
"11/23/2019","16.29","15.58","16.39","15.13","5.60M","4.54%"
"11/22/2019","15.58","16.81","16.81","14.56","8.33M","-7.31%"
"11/21/2019","16.81","18.02","21.68","16.64","4.52M","-6.71%"
"11/20/2019","18.02","18.49","18.70","17.39","3.81M","-2.46%"
"11/19/2019","18.48","19.10","19.39","18.25","3.63M","-3.25%"
"11/18/2019","19.10","20.16","20.16","18.85","3.90M","-5.27%"
"11/17/2019","20.16","20.10","20.33","19.78","3.89M","0.28%"
"11/16/2019","20.10","20.30","20.61","19.85","3.54M","-0.99%"
"11/15/2019","20.31","21.21","21.23","20.07","3.78M","-4.28%"
"11/14/2019","21.21","21.30","21.54","20.88","3.43M","-0.46%"
"11/13/2019","21.31","20.89","21.65","20.66","3.76M","2.00%"
"11/12/2019","20.89","20.11","20.89","20.06","3.30M","3.89%"
"11/11/2019","20.11","20.42","20.60","19.81","2.98M","-1.51%"
"11/10/2019","20.42","19.76","20.57","19.72","3.75M","3.36%"
"11/09/2019","19.76","19.71","20.00","19.56","2.71M","0.23%"
"11/08/2019","19.71","20.39","20.48","19.39","3.02M","-3.37%"
"11/07/2019","20.40","20.65","20.77","19.96","3.31M","-1.20%"
"11/06/2019","20.65","20.62","20.88","20.35","3.93M","0.14%"
"11/05/2019","20.62","20.62","20.86","20.34","4.09M","0.00%"
"11/04/2019","20.62","20.16","20.86","20.06","4.92M","2.24%"
"11/03/2019","20.16","20.19","20.38","19.85","4.64M","-0.15%"
"11/02/2019","20.19","19.90","20.30","18.92","5.22M","1.48%"
"11/01/2019","19.90","19.85","19.98","19.62","3.07M","0.26%"
"10/31/2019","19.85","19.90","20.25","19.30","4.37M","-0.27%"
"10/30/2019","19.90","20.66","20.75","19.07","4.38M","-3.68%"
"10/29/2019","20.66","19.89","21.14","19.80","5.84M","3.83%"
"10/28/2019","19.90","19.29","21.09","19.27","6.62M","3.09%"
"10/27/2019","19.30","18.93","19.61","18.52","5.45M","1.96%"
"10/26/2019","18.93","18.60","19.66","18.06","5.38M","1.77%"
"10/25/2019","18.60","16.90","19.02","15.68","6.62M","10.05%"
"10/24/2019","16.90","16.73","17.01","15.65","3.58M","1.06%"
"10/23/2019","16.72","18.20","18.21","16.28","4.11M","-8.07%"
"10/22/2019","18.19","18.25","18.76","18.08","4.50M","-0.32%"
"10/21/2019","18.25","18.47","18.47","17.94","3.58M","-1.20%"
"10/20/2019","18.47","18.17","18.57","17.75","4.20M","1.69%"
"10/19/2019","18.17","18.20","18.42","17.86","3.64M","-0.19%"
"10/18/2019","18.20","18.51","18.74","17.71","3.84M","-1.62%"
"10/17/2019","18.50","17.76","18.77","17.59","4.88M","4.17%"
"10/16/2019","17.76","18.44","18.58","17.44","4.43M","-3.70%"
"10/15/2019","18.44","18.43","19.13","18.12","7.09M","0.05%"
"10/14/2019","18.43","18.21","18.61","17.86","4.38M","1.25%"
"10/13/2019","18.21","17.20","18.71","17.12","5.15M","5.86%"
"10/12/2019","17.20","16.60","17.42","16.55","4.70M","3.60%"
"10/11/2019","16.60","17.53","17.65","16.56","4.20M","-5.31%"
"10/10/2019","17.53","17.71","17.89","17.07","4.71M","-0.99%"
"10/09/2019","17.71","16.04","17.96","15.93","6.26M","10.38%"
"10/08/2019","16.04","16.05","16.34","15.82","2.65M","0.00%"
"10/07/2019","16.05","15.36","16.14","15.22","2.97M","4.45%"
"10/06/2019","15.36","15.72","15.75","15.22","2.42M","-2.24%"
"10/05/2019","15.71","15.65","15.80","15.46","2.57M","0.44%"
"10/04/2019","15.65","15.68","15.86","15.42","2.52M","-0.32%"
"10/03/2019","15.70","15.91","15.97","15.44","2.34M","-1.33%"
"10/02/2019","15.91","15.85","15.94","15.58","1.94M","0.36%"
"10/01/2019","15.85","15.84","16.17","15.66","2.40M","0.06%"
"09/30/2019","15.84","15.27","15.85","14.79","2.31M","3.73%"
"09/29/2019","15.27","15.75","15.81","14.95","2.02M","-3.03%"
"09/28/2019","15.75","15.65","15.85","15.35","2.27M","0.65%"
"09/27/2019","15.65","15.41","15.74","14.82","2.63M","1.52%"
"09/26/2019","15.41","16.25","16.65","14.65","3.29M","-5.15%"
"09/25/2019","16.25","16.01","22.80","15.42","3.25M","1.46%"
"09/24/2019","16.01","19.59","19.75","15.94","4.67M","-18.23%"
"09/23/2019","19.59","20.55","20.56","19.45","2.19M","-4.71%"
"09/22/2019","20.55","21.15","21.17","20.32","2.07M","-2.78%"
"09/21/2019","21.14","21.40","21.56","21.03","2.28M","-1.22%"
"09/20/2019","21.40","21.61","21.69","21.10","2.70M","-0.97%"
"09/19/2019","21.61","22.21","22.46","20.53","2.87M","-2.72%"
"09/18/2019","22.22","21.08","23.16","21.03","5.51M","5.38%"
"09/17/2019","21.08","20.49","21.50","20.29","3.27M","3.01%"
"09/16/2019","20.46","20.60","20.97","20.19","2.10M","-0.67%"
"09/15/2019","20.60","21.10","21.20","20.60","2.33M","-2.38%"
"09/14/2019","21.10","20.93","21.27","20.88","2.47M","0.85%"
"09/13/2019","20.93","20.92","21.27","20.64","2.64M","0.00%"
"09/12/2019","20.92","20.97","21.13","19.96","3.08M","-0.25%"
"09/11/2019","20.97","22.08","22.26","20.78","2.08M","-4.99%"
"09/10/2019","22.07","22.35","22.55","21.65","1.81M","-1.14%"
"09/09/2019","22.33","22.61","22.64","21.99","2.03M","-1.13%"
"09/08/2019","22.59","22.48","22.83","22.29","2.44M","0.45%"
"09/07/2019","22.48","22.08","22.75","21.95","2.94M","1.81%"
"09/06/2019","22.08","22.76","23.44","21.82","3.44M","-2.99%"
"09/05/2019","22.76","21.83","23.58","21.60","3.80M","4.30%"
"09/04/2019","21.83","22.51","22.74","21.63","2.03M","-3.02%"
"09/03/2019","22.50","22.77","22.93","22.33","2.49M","-1.17%"
"09/02/2019","22.77","21.55","22.88","21.20","3.51M","5.72%"
"09/01/2019","21.54","21.22","21.83","21.16","2.76M","1.48%"
"08/31/2019","21.22","22.19","22.42","21.17","2.50M","-4.27%"
"08/30/2019","22.17","21.84","22.62","21.59","3.21M","1.53%"
"08/29/2019","21.84","23.42","23.42","21.40","2.88M","-6.74%"
"08/28/2019","23.42","25.60","25.99","23.32","2.57M","-8.50%"
"08/27/2019","25.59","26.12","26.13","24.72","2.49M","-2.02%"
"08/26/2019","26.12","26.08","27.18","25.79","3.31M","0.16%"
"08/25/2019","26.08","26.44","26.48","25.67","1.92M","-1.39%"
"08/24/2019","26.44","27.03","27.03","26.09","1.73M","-2.16%"
"08/23/2019","27.03","27.02","27.32","26.87","2.20M","0.02%"
"08/22/2019","27.02","26.95","27.32","26.31","2.12M","0.25%"
"08/21/2019","26.95","28.00","28.04","26.42","2.18M","-3.71%"
"08/20/2019","27.99","28.77","28.81","27.80","2.48M","-2.72%"
"08/19/2019","28.78","27.90","29.20","27.73","3.38M","3.11%"
"08/18/2019","27.91","27.45","28.16","27.11","2.98M","1.65%"
"08/17/2019","27.45","27.50","27.90","27.07","2.71M","-0.18%"
"08/16/2019","27.50","28.10","28.10","26.85","2.99M","-2.13%"
"08/15/2019","28.10","27.00","28.20","27.00","3.61M","4.09%"
"08/14/2019","27.00","29.43","29.45","26.85","2.90M","-8.31%"
"08/13/2019","29.44","30.17","30.41","29.21","2.94M","-2.45%"
"08/12/2019","30.18","30.26","30.55","29.84","3.48M","-0.25%"
"08/11/2019","30.26","29.63","30.38","29.48","3.42M","2.22%"
"08/10/2019","29.60","29.79","29.97","29.08","3.17M","-0.73%"
"08/09/2019","29.82","31.19","31.48","29.66","2.74M","-4.41%"
"08/08/2019","31.20","29.65","31.78","29.19","5.01M","5.21%"
"08/07/2019","29.65","27.65","29.97","27.34","3.91M","7.24%"
"08/06/2019","27.65","27.97","28.31","27.35","2.40M","-1.16%"
"08/05/2019","27.97","27.38","28.32","27.35","1.99M","2.18%"
"08/04/2019","27.38","27.74","27.80","27.13","1.72M","-1.30%"
"08/03/2019","27.74","28.10","28.33","27.53","1.94M","-1.30%"
"08/02/2019","28.10","28.70","28.73","27.57","2.48M","-2.04%"
"08/01/2019","28.69","27.73","28.77","27.46","3.55M","3.45%"
"07/31/2019","27.73","26.95","27.81","26.79","3.05M","2.92%"
"07/30/2019","26.94","27.03","27.12","26.23","1.87M","-0.32%"
"07/29/2019","27.03","27.73","27.99","26.86","1.80M","-2.49%"
"07/28/2019","27.72","27.71","27.86","26.66","2.17M","0.08%"
"07/27/2019","27.70","28.88","29.42","27.27","2.41M","-4.09%"
"07/26/2019","28.88","28.93","29.03","28.21","2.97M","-0.15%"
"07/25/2019","28.92","28.87","29.68","28.52","3.35M","0.13%"
"07/24/2019","28.88","29.46","29.48","27.81","3.58M","-1.95%"
"07/23/2019","29.46","30.83","30.87","29.02","4.04M","-4.47%"
"07/22/2019","30.84","30.42","32.54","29.79","5.16M","1.37%"
"07/21/2019","30.42","31.07","31.52","29.31","3.32M","-2.11%"
"07/20/2019","31.07","28.98","31.45","28.90","4.34M","7.19%"
"07/19/2019","28.99","28.91","29.92","28.33","5.86M","0.27%"
"07/18/2019","28.91","27.64","29.51","26.80","9.11M","4.73%"
"07/17/2019","27.61","25.06","28.09","24.18","8.15M","10.16%"
"07/16/2019","25.06","28.58","29.52","24.95","5.46M","-12.30%"
"07/15/2019","28.58","28.51","28.68","26.38","4.39M","0.27%"
"07/14/2019","28.50","31.47","31.52","28.35","3.18M","-9.43%"
"07/13/2019","31.46","31.88","32.50","30.25","2.67M","-1.31%"
"07/12/2019","31.88","29.43","32.59","29.03","4.38M","8.32%"
"07/11/2019","29.43","31.24","31.78","28.37","2.58M","-5.73%"
"07/10/2019","31.22","32.51","32.94","30.62","2.41M","-4.01%"
"07/09/2019","32.52","33.40","33.91","32.28","1.92M","-2.64%"
"07/08/2019","33.40","32.97","34.24","32.80","2.35M","1.30%"
"07/07/2019","32.97","32.61","33.37","32.47","2.05M","1.11%"
"07/06/2019","32.61","32.61","33.18","32.53","1.91M","0.04%"
"07/05/2019","32.60","33.07","33.64","32.42","2.38M","-1.44%"
"07/04/2019","33.07","32.48","34.36","32.19","3.34M","1.83%"
"07/03/2019","32.48","31.96","33.06","31.66","2.93M","1.61%"
"07/02/2019","31.97","33.27","33.81","30.59","3.02M","-3.94%"
"07/01/2019","33.27","32.12","34.01","31.44","2.82M","3.61%"
"06/30/2019","32.11","35.49","35.51","32.05","3.15M","-9.50%"
"06/29/2019","35.49","34.60","35.77","33.31","4.06M","2.52%"
"06/28/2019","34.61","34.42","35.27","33.86","3.35M","0.56%"
"06/27/2019","34.42","36.02","36.28","33.28","3.89M","-4.44%"
"06/26/2019","36.02","36.08","37.94","34.52","4.45M","-0.15%"
"06/25/2019","36.08","37.40","37.50","35.74","3.35M","-3.63%"
"06/24/2019","37.43","37.25","37.80","36.05","4.41M","0.50%"
"06/23/2019","37.25","37.97","38.46","37.23","4.67M","-1.87%"
"06/22/2019","37.96","38.64","39.54","37.45","5.41M","-1.79%"
"06/21/2019","38.65","36.78","38.82","36.24","5.41M","5.08%"
"06/20/2019","36.78","35.11","36.92","34.34","9.54M","4.73%"
"06/19/2019","35.12","34.50","35.63","34.33","8.71M","1.79%"
"06/18/2019","34.50","33.78","35.05","33.69","8.08M","2.15%"
"06/17/2019","33.78","32.19","34.30","32.19","7.32M","4.91%"
"06/16/2019","32.20","32.71","33.21","31.78","4.30M","-1.56%"
"06/15/2019","32.71","32.42","33.91","31.73","5.37M","0.89%"
"06/14/2019","32.42","35.20","35.25","29.93","7.61M","-7.90%"
"06/13/2019","35.20","34.85","36.25","34.18","6.02M","1.03%"
"06/12/2019","34.84","31.88","34.96","31.79","6.40M","9.28%"
"06/11/2019","31.89","31.99","32.02","31.00","4.84M","-0.32%"
"06/10/2019","31.99","30.15","32.00","29.75","6.26M","6.09%"
"06/09/2019","30.15","31.70","31.84","29.77","2.53M","-4.90%"
"06/08/2019","31.70","31.43","32.29","31.13","3.23M","0.88%"
"06/07/2019","31.43","31.16","31.96","30.95","2.76M","0.88%"
"06/06/2019","31.15","30.85","31.99","29.75","2.99M","0.99%"
"06/05/2019","30.85","29.20","31.18","29.01","3.35M","5.66%"
"06/04/2019","29.20","30.87","31.45","28.73","2.88M","-5.41%"
"06/03/2019","30.87","33.16","33.16","30.51","2.85M","-6.91%"
"06/02/2019","33.16","33.30","33.75","32.69","3.13M","-0.43%"
"06/01/2019","33.30","32.92","34.32","32.53","3.65M","1.13%"
"05/31/2019","32.93","31.63","32.96","30.61","3.63M","4.11%"
"05/30/2019","31.63","33.62","34.95","30.38","3.80M","-5.90%"
"05/29/2019","33.62","33.12","33.87","30.93","3.64M","1.50%"
"05/28/2019","33.12","33.46","34.49","32.50","3.59M","-1.02%"
"05/27/2019","33.46","33.27","35.08","32.76","3.94M","0.58%"
"05/26/2019","33.27","35.07","35.07","32.37","3.85M","-5.27%"
"05/25/2019","35.12","34.10","35.47","33.65","4.18M","2.97%"
"05/24/2019","34.10","31.42","34.70","31.21","4.53M","8.53%"
"05/23/2019","31.42","30.67","32.23","30.20","3.79M","1.20%"
"05/22/2019","31.05","32.41","32.41","30.69","3.80M","-4.20%"
"05/21/2019","32.41","29.27","32.70","28.06","4.71M","10.75%"
"05/20/2019","29.27","29.17","29.30","27.60","3.98M","0.33%"
"05/19/2019","29.17","28.87","29.84","27.62","4.44M","1.05%"
"05/18/2019","28.87","25.80","29.10","25.13","4.32M","11.89%"
"05/17/2019","25.80","26.29","26.65","23.40","3.43M","-1.87%"
"05/16/2019","26.29","26.82","27.74","25.08","4.20M","-1.98%"
"05/15/2019","26.82","23.64","27.40","23.46","3.43M","13.45%"
"05/14/2019","23.64","23.50","24.49","22.62","3.82M","0.60%"
"05/13/2019","23.50","20.96","23.99","20.74","4.57M","12.13%"
"05/12/2019","20.96","20.85","21.49","20.13","3.23M","0.53%"
"05/11/2019","20.85","19.62","22.00","18.89","3.75M","6.25%"
"05/10/2019","19.62","18.85","19.99","18.33","2.43M","4.24%"
"05/09/2019","18.82","20.67","20.96","18.58","2.33M","-8.92%"
"05/08/2019","20.67","20.66","21.40","19.60","2.74M","0.03%"
"05/07/2019","20.66","22.19","22.45","20.30","1.81M","-6.86%"
"05/06/2019","22.18","22.98","22.99","21.47","1.77M","-3.49%"
"05/05/2019","22.98","22.90","23.17","22.66","1.79M","0.39%"
"05/04/2019","22.90","23.70","23.79","22.31","1.90M","-3.41%"
"05/03/2019","23.70","23.61","23.97","23.02","2.23M","0.40%"
"05/02/2019","23.61","21.88","24.09","21.75","2.44M","7.91%"
"05/01/2019","21.88","22.04","22.10","21.48","2.07M","-0.74%"
"04/30/2019","22.04","21.67","22.30","21.34","2.20M","1.71%"
"04/29/2019","21.67","23.01","23.08","21.34","2.39M","-5.82%"
"04/28/2019","23.01","22.42","23.21","22.42","3.02M","2.64%"
"04/27/2019","22.42","23.06","23.12","22.39","2.99M","-2.76%"
"04/26/2019","23.06","22.48","23.78","21.68","3.27M","2.57%"
"04/25/2019","22.48","23.01","23.44","21.61","3.12M","-2.30%"
"04/24/2019","23.01","22.55","23.11","20.97","2.96M","2.04%"
"04/23/2019","22.55","23.78","24.60","22.48","2.88M","-5.19%"
"04/22/2019","23.78","24.03","24.61","23.18","3.01M","-1.03%"
"04/21/2019","24.03","24.89","24.89","22.49","3.31M","-3.44%"
"04/20/2019","24.89","24.32","25.49","23.79","3.54M","2.33%"
"04/19/2019","24.32","21.88","24.70","21.17","4.25M","11.15%"
"04/18/2019","21.88","19.49","21.99","19.43","3.69M","12.26%"
"04/17/2019","19.49","19.64","19.77","19.27","2.00M","-0.78%"
"04/16/2019","19.64","19.27","19.71","18.71","2.24M","1.95%"
"04/15/2019","19.27","19.36","19.78","18.69","2.22M","-0.60%"
"04/14/2019","19.38","18.62","19.90","18.43","2.44M","4.11%"
"04/13/2019","18.62","18.32","18.63","17.95","2.21M","1.61%"
"04/12/2019","18.32","17.53","18.54","16.62","2.33M","4.51%"
"04/11/2019","17.53","18.23","18.23","16.32","1.81M","-3.87%"
"04/10/2019","18.24","18.30","18.61","17.89","2.56M","-0.33%"
"04/09/2019","18.30","17.98","18.54","17.05","2.78M","1.79%"
"04/08/2019","17.98","18.96","19.03","17.80","2.14M","-5.16%"
"04/07/2019","18.96","19.07","19.21","18.82","2.33M","-0.52%"
"04/06/2019","19.06","19.36","19.36","18.84","2.52M","-1.57%"
"04/05/2019","19.36","19.00","19.46","18.88","2.71M","1.93%"
"04/04/2019","19.00","18.51","19.41","18.21","2.94M","2.62%"
"04/03/2019","18.51","19.72","20.00","18.00","3.53M","-6.11%"
"04/02/2019","19.72","17.91","19.88","17.56","3.36M","10.09%"
"04/01/2019","17.91","17.53","18.23","17.34","2.97M","2.15%"
"03/31/2019","17.53","16.97","17.72","16.75","3.18M","3.32%"
"03/30/2019","16.97","16.49","16.97","15.97","2.79M","2.89%"
"03/29/2019","16.49","16.65","16.81","16.38","2.74M","-0.98%"
"03/28/2019","16.65","16.58","16.72","16.41","2.99M","0.44%"
"03/27/2019","16.58","16.20","16.80","15.89","3.24M","2.46%"
"03/26/2019","16.18","16.79","16.79","15.56","2.73M","-3.64%"
"03/25/2019","16.79","17.13","17.34","16.11","2.77M","-1.96%"
"03/24/2019","17.13","15.15","17.45","14.68","5.29M","13.08%"
"03/23/2019","15.15","15.15","15.44","14.96","2.63M","-0.04%"
"03/22/2019","15.15","14.35","15.22","14.23","2.69M","5.60%"
"03/21/2019","14.35","15.13","15.30","13.90","3.02M","-5.16%"
"03/20/2019","15.13","15.51","15.51","15.02","2.37M","-2.42%"
"03/19/2019","15.51","15.54","15.80","15.00","4.27M","-0.21%"
"03/18/2019","15.54","15.62","15.79","15.23","2.48M","-0.51%"
"03/17/2019","15.62","15.96","15.96","15.44","3.10M","-2.09%"
"03/16/2019","15.95","14.94","16.00","14.88","3.29M","6.81%"
"03/15/2019","14.94","14.90","15.19","14.85","2.99M","0.22%"
"03/14/2019","14.90","15.02","15.08","14.57","3.08M","-0.78%"
"03/13/2019","15.02","15.34","15.37","14.94","3.28M","-2.09%"
"03/12/2019","15.34","14.41","15.43","14.18","4.05M","6.48%"
"03/11/2019","14.41","14.37","14.90","14.01","3.76M","0.26%"
"03/10/2019","14.37","14.47","14.51","13.87","3.53M","-0.66%"
"03/09/2019","14.47","14.29","14.92","13.98","4.00M","1.23%"
"03/08/2019","14.29","15.10","15.21","13.58","6.34M","-5.36%"
"03/07/2019","15.10","14.58","15.52","14.35","6.76M","3.59%"
"03/06/2019","14.58","13.65","14.64","12.90","6.16M","6.78%"
"03/05/2019","13.65","11.40","13.74","11.40","8.34M","19.61%"
"03/04/2019","11.41","11.45","11.51","10.88","2.74M","-0.29%"
"03/03/2019","11.45","11.75","11.86","11.20","2.86M","-2.58%"
"03/02/2019","11.75","11.35","11.80","10.83","3.89M","3.56%"
"03/01/2019","11.35","10.27","11.55","10.24","4.02M","10.45%"
"02/28/2019","10.27","9.85","10.49","9.80","3.69M","4.26%"
"02/27/2019","9.85","9.43","10.00","9.35","3.53M","4.50%"
"02/26/2019","9.43","9.70","9.75","9.36","3.12M","-2.72%"
"02/25/2019","9.69","9.92","10.23","9.35","5.35M","-2.38%"
"02/24/2019","9.93","10.73","11.08","9.40","4.80M","-7.43%"
"02/23/2019","10.73","10.76","10.85","10.40","2.88M","-0.30%"
"02/22/2019","10.76","10.47","10.96","10.39","3.04M","2.71%"
"02/21/2019","10.47","10.94","10.94","10.14","3.08M","-4.24%"
"02/20/2019","10.94","10.47","11.27","10.40","4.34M","4.50%"
"02/19/2019","10.47","9.61","11.11","9.50","4.90M","8.95%"
"02/18/2019","9.61","9.22","9.70","9.18","2.81M","4.20%"
"02/17/2019","9.22","9.10","9.22","8.91","2.46M","1.33%"
"02/16/2019","9.10","9.25","9.32","9.06","2.50M","-1.63%"
"02/15/2019","9.25","8.75","9.49","8.73","3.32M","5.73%"
"02/14/2019","8.75","8.92","9.04","8.41","2.80M","-1.92%"
"02/13/2019","8.92","9.28","9.28","8.71","4.00M","-3.85%"
"02/12/2019","9.28","9.53","9.75","8.94","4.94M","-2.63%"
"02/11/2019","9.53","9.17","9.78","9.04","6.04M","4.02%"
"02/10/2019","9.16","8.90","9.29","8.83","5.75M","2.96%"
"02/09/2019","8.90","8.59","8.92","8.44","5.44M","3.58%"
"02/08/2019","8.59","7.81","8.80","7.61","4.96M","9.92%"
"02/07/2019","7.81","8.13","8.47","7.68","4.35M","-3.88%"
"02/06/2019","8.13","7.86","8.48","7.34","5.82M","3.48%"
"02/05/2019","7.86","7.11","7.96","6.96","4.15M","10.54%"
"02/04/2019","7.11","6.79","7.18","6.69","3.31M","4.69%"
"02/03/2019","6.79","6.87","6.90","6.62","3.09M","-1.18%"
"02/02/2019","6.87","6.52","6.90","6.49","3.25M","5.31%"
"02/01/2019","6.52","6.22","6.64","6.12","2.94M","4.87%"
"01/31/2019","6.22","6.13","6.26","5.96","2.27M","1.39%"
"01/30/2019","6.13","6.14","6.20","6.00","2.24M","-0.09%"
"01/29/2019","6.14","6.16","6.26","5.99","2.96M","-0.20%"
"01/28/2019","6.15","7.04","7.14","5.97","4.95M","-12.58%"
"01/27/2019","7.04","6.95","7.20","6.79","2.78M","1.32%"
"01/26/2019","6.95","6.68","6.98","6.62","2.74M","3.99%"
"01/25/2019","6.68","6.46","6.75","6.44","2.58M","3.46%"
"01/24/2019","6.46","6.49","6.49","6.39","1.51M","-0.58%"
"01/23/2019","6.49","6.47","6.52","6.35","1.93M","0.24%"
"01/22/2019","6.48","6.47","6.50","6.26","1.86M","0.09%"
"01/21/2019","6.47","6.40","6.51","6.29","1.85M","1.19%"
"01/20/2019","6.40","6.53","6.63","6.24","1.78M","-2.06%"
"01/19/2019","6.53","6.48","6.64","6.24","2.27M","0.79%"
"01/18/2019","6.48","6.32","6.58","6.22","2.50M","2.51%"
"01/17/2019","6.32","6.09","6.32","5.96","2.31M","3.77%"
"01/16/2019","6.09","5.81","6.18","5.78","2.16M","4.85%"
"01/15/2019","5.81","6.06","6.06","5.68","1.37M","-4.11%"
"01/14/2019","6.06","5.47","6.06","5.46","2.33M","10.78%"
"01/13/2019","5.47","5.86","5.89","5.38","1.42M","-6.71%"
"01/12/2019","5.86","5.96","5.96","5.80","1.75M","-1.63%"
"01/11/2019","5.96","5.84","6.12","5.69","2.56M","2.68%"
"01/10/2019","5.80","6.56","6.57","5.66","3.35M","-11.47%"
"01/09/2019","6.56","6.52","6.85","6.35","4.17M","0.61%"
"01/08/2019","6.52","6.20","6.80","6.14","3.95M","5.08%"
"01/07/2019","6.20","6.26","6.31","6.10","1.68M","-0.98%"
"01/06/2019","6.26","5.97","6.37","5.93","2.51M","4.95%"
"01/05/2019","5.97","5.97","6.10","5.93","1.63M","0.11%"
"01/04/2019","5.96","5.79","5.99","5.75","1.66M","2.86%"
"01/03/2019","5.79","6.05","6.06","5.78","1.53M","-4.19%"
"01/02/2019","6.05","5.99","6.09","5.85","2.13M","0.89%"
"01/01/2019","5.99","6.11","6.12","5.78","1.42M","-1.82%"
"12/31/2018","6.11","5.89","6.24","5.84","2.38M","3.56%"
"12/30/2018","5.89","5.66","5.90","5.56","1.40M","4.34%"
"12/29/2018","5.65","5.88","5.99","5.61","1.23M","-3.87%"
"12/28/2018","5.88","5.17","5.89","5.11","1.50M","13.70%"
"12/27/2018","5.17","5.62","5.65","5.10","1.15M","-7.69%"
"12/26/2018","5.60","5.45","5.68","5.38","1.35M","2.89%"
"12/25/2018","5.44","6.10","6.10","5.32","1.44M","-10.78%"
"12/24/2018","6.10","5.96","6.47","5.93","2.06M","2.37%"
"12/23/2018","5.96","5.83","6.13","5.77","1.88M","2.13%"
"12/22/2018","5.83","5.47","5.88","5.39","1.77M","6.66%"
"12/21/2018","5.47","5.66","5.78","5.32","1.59M","-3.38%"
"12/20/2018","5.66","5.36","5.79","5.24","2.16M","5.65%"
"12/19/2018","5.36","5.54","5.83","5.29","1.80M","-3.20%"
"12/18/2018","5.54","5.05","5.54","4.91","1.91M","9.70%"
"12/17/2018","5.05","4.62","5.12","4.60","1.51M","9.33%"
"12/16/2018","4.62","4.55","4.70","4.51","1.07M","1.50%"
"12/15/2018","4.55","4.52","4.60","4.45","969.29K","0.65%"
"12/14/2018","4.52","4.64","4.75","4.43","946.23K","-2.58%"
"12/13/2018","4.64","4.98","4.99","4.56","1.00M","-6.77%"
"12/12/2018","4.98","4.88","5.14","4.74","1.20M","4.72%"
"12/11/2018","4.75","4.63","4.87","4.50","1.18M","2.67%"
"12/10/2018","4.63","4.77","4.94","4.49","928.56K","-2.90%"
"12/09/2018","4.77","4.63","5.00","4.52","1.51M","3.01%"
"12/08/2018","4.63","4.52","4.80","4.30","1.26M","2.45%"
"12/07/2018","4.52","4.90","4.98","4.13","2.25M","-7.90%"
"12/06/2018","4.90","6.06","6.10","4.90","3.03M","-19.08%"
"12/05/2018","6.06","5.89","6.62","5.73","4.21M","2.83%"
"12/04/2018","5.89","5.13","6.35","5.10","2.24M","14.89%"
